country,sor_code,description,unit,published_unit,rate_2026,currency,section,source
IN,18.102.2,"Providing and fixing required Stainless Steel Fitting of press fit design of grade AISI 304 (Pipe Bridge, For 22.22 mm outer dia pipe)",item,each,479.72,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.102.3,"Providing and fixing required Stainless Steel Fitting of press fit design of grade AISI 304 (Pipe Bridge, For 28.58 mm outer dia pipe)",item,each,686.61,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.102A.1,"Providing and fixing required Stainless Steel Fitting of press fit design of grade 316L (Pipe Bridge, For 15 mm outer dia pipe)",item,each,686.61,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.102A.2,"Providing and fixing required Stainless Steel Fitting of press fit design of grade 316L (Pipe Bridge, For 22 mm outer dia pipe)",item,each,1836.18,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.102A.3,"Providing and fixing required Stainless Steel Fitting of press fit design of grade 316L (Pipe Bridge, For 28 mm outer dia pipe)",item,each,2524.36,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.103.1,"Providing and fixing required Stainless Steel Fitting of press fit design of grade 316L (Male Union, For 15mm outer dia X 1/2\ nominal dia threaded)""",item,each,1464.36,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.103.2,"Providing and fixing required Stainless Steel Fitting of press fit design of grade 316L (Male Union, For 22mm outer dia X 1/2\ nominal dia threaded)""",item,each,1480.93,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.103.3,"Providing and fixing required Stainless Steel Fitting of press fit design of grade 316L (Male Union, For 22mm outer dia X 3/4\ nominal dia threaded)""",item,each,1695.65,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.103.4,"Providing and fixing required Stainless Steel Fitting of press fit design of grade 316L (Male Union, For 28mm outer dia X 1\ nominal dia threaded)""",item,each,2986.03,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.103.5,"Providing and fixing required Stainless Steel Fitting of press fit design of grade 316L (Male Union, For 35mm outer dia X 1-1/4\ nominal dia threaded)""",item,each,3118.17,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.103.6,"Providing and fixing required Stainless Steel Fitting of press fit design of grade 316L (Male Union, For 42mm outer dia X 1-1/2\ nominal dia threaded)""",item,each,3523.5,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.103.7,"Providing and fixing required Stainless Steel Fitting of press fit design of grade 316L (Male Union, For 54mm outer dia X 2\ nominal dia threaded)""",item,each,6087.55,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.104.1,"Providing and fixing required Stainless Steel Fitting of press fit design of grade 316L (Female Union, For 22 mm outer dia X 3/4\ nominal dia threaded)""",item,each,1571.73,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.104.2,"Providing and fixing required Stainless Steel Fitting of press fit design of grade 316L (Female Union, For 28mm outer dia X 1\ nominal dia threaded)""",item,each,2117.37,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.105.1,"Providing and fixing required Stainless Steel Fitting of press fit design of grade 316L (Female Transition Elbow / FTE, For 15mm outer dia X 1/2\ nominal dia threaded)""",item,each,1073.64,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.105.2,"Providing and fixing required Stainless Steel Fitting of press fit design of grade 316L (Female Transition Elbow / FTE, For 22mm outer dia X 1/2\ nominal dia threaded)""",item,each,1488.8,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.105.3,"Providing and fixing required Stainless Steel Fitting of press fit design of grade 316L (Female Transition Elbow / FTE, For 22mm outer dia X 3/4\ nominal dia threaded)""",item,each,1439.12,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.11.1,"Providing and fixing G.I. Pipes (15 mm dia nominal bore, Concealed pipe)",m,metre,599.93,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.11.2,"Providing and fixing G.I. Pipes (20 mm dia nominal bore, Concealed pipe)",m,metre,669.04,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.12.1,"Providing and fixing G.I. Pipes (15 mm dia nominal bore, External work)",m,metre,330.76,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.12.2,"Providing and fixing G.I. Pipes (20 mm dia nominal bore, External work)",m,metre,389.91,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.12.3,"Providing and fixing G.I. Pipes (25 mm dia nominal bore, External work)",m,metre,516.77,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.12.4,"Providing and fixing G.I. Pipes (32 mm dia nominal bore, External work)",m,metre,565.92,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.12.5,"Providing and fixing G.I. Pipes (40 mm dia nominal bore, External work)",m,metre,690.42,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.12.6,"Providing and fixing G.I. Pipes (50 mm dia nominal bore, External work)",m,metre,808.87,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.12.7,"Providing and fixing G.I. Pipes (65 mm dia nominal bore, External work)",m,metre,950.32,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.12.8,"Providing and fixing G.I. Pipes (80 mm dia nominal bore, External work)",m,metre,1136.38,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.14,Fixing water meter and stop cock in G.I. pipe line,item,each,828.61,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.17.1,Providing and fixing gun metal gate valve with C.I. wheel (25 mm nominal bore),item,each,658.17,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.17.1A,Providing and fixing gun metal gate valve with C.I. wheel (20 mm nominal bore),item,each,570.89,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.17.2,Providing and fixing gun metal gate valve with C.I. wheel (32 mm nominal bore),item,each,729.34,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.17.3,Providing and fixing gun metal gate valve with C.I. wheel (40 mm nominal bore),item,each,874.48,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.17.4,Providing and fixing gun metal gate valve with C.I. wheel (50 mm nominal bore),item,each,1085.85,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.17.5,Providing and fixing gun metal gate valve with C.I. wheel (65 mm nominal bore),item,each,1843,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.17.6,Providing and fixing gun metal gate valve with C.I. wheel (80 mm nominal bore),item,each,2753.98,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.18.1,Providing and fixing ball valve (brass) (15 mm nominal bore),item,each,431.3,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.18.2,Providing and fixing ball valve (brass) (20 mm nominal bore),item,each,491.41,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.18.3,Providing and fixing ball valve (brass) (25 mm nominal bore),item,each,493.51,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.19.1.1,"Providing and fixing gun metal non-return valve (25 mm nominal bore, Horizontal)",item,each,626.42,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.19.1.2,"Providing and fixing gun metal non-return valve (25 mm nominal bore, Vertical)",item,each,709.07,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.19.2.1,"Providing and fixing gun metal non-return valve (32 mm nominal bore, Horizontal)",item,each,837.75,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.19.2.2,"Providing and fixing gun metal non-return valve (32 mm nominal bore, Vertical)",item,each,961.73,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.19.3.1,"Providing and fixing gun metal non-return valve (40 mm nominal bore, Horizontal)",item,each,1007.73,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.19.3.2,"Providing and fixing gun metal non-return valve (40 mm nominal bore, Vertical)",item,each,1297.23,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.19.4.1,"Providing and fixing gun metal non-return valve (50 mm nominal bore, Horizontal)",item,each,1451.1,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.19.4.2,"Providing and fixing gun metal non-return valve (50 mm nominal bore, Vertical)",item,each,1633.04,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.19.5.1,"Providing and fixing gun metal non-return valve (65 mm nominal bore, Horizontal)",item,each,2588.78,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.19.5.2,"Providing and fixing gun metal non-return valve (65 mm nominal bore, Vertical)",item,each,2629.75,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.19.6.1,"Providing and fixing gun metal non-return valve (80 mm nominal bore, Horizontal)",item,each,3875.87,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.19.6.2,"Providing and fixing gun metal non-return valve (80 mm nominal bore, Vertical)",item,each,4372.1,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.2.1,"Providing and fixing PE-AL-PE Composite Pressure Pipes (1216 (16 mm OD) pipe, Concealed Work)",m,metre,635.23,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.2.2,"Providing and fixing PE-AL-PE Composite Pressure Pipes (1620 (20 mm OD) pipe, Concealed Work)",m,metre,664.16,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.2.3,"Providing and fixing PE-AL-PE Composite Pressure Pipes (2025 (25 mm OD) pipe, Concealed Work)",m,metre,808.87,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.2.4,"Providing and fixing PE-AL-PE Composite Pressure Pipes (2532 (32 mm OD) pipe, Concealed Work)",m,metre,924.65,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.21.1.1,"Providing and fixing uplasticised PVC connection pipe with brass unions (30 cm length, 15 mm nominal bore)",item,each,92.48,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.21.1.2,"Providing and fixing uplasticised PVC connection pipe with brass unions (30 cm length, 20 mm nominal bore)",item,each,100.77,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.21.2.1,"Providing and fixing uplasticised PVC connection pipe with brass unions (45 cm length, 15 mm nominal bore)",item,each,105.34,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.21.2.2,"Providing and fixing uplasticised PVC connection pipe with brass unions (45 cm length, 20 mm nominal bore)",item,each,126.79,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.23,Laying in position centrifugally cast (spun) iron S&S or flanged pipes (excluding cost of pipe),m,metre,369.06,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.27.1,Providing and laying S&S centrifugally cast (spun) iron pipes (100 mm dia pipe),m,metre,1059.59,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.27.10,Providing and laying S&S centrifugally cast (spun) iron pipes (500 mm dia pipe),m,metre,10597.18,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.27.11,Providing and laying S&S centrifugally cast (spun) iron pipes (600 mm dia pipe),m,metre,14830.62,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.27.2,Providing and laying S&S centrifugally cast (spun) iron pipes (125 mm dia pipe),m,metre,1319.24,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.27.3,Providing and laying S&S centrifugally cast (spun) iron pipes (150 mm dia pipe),m,metre,1590.01,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.27.4,Providing and laying S&S centrifugally cast (spun) iron pipes (200 mm dia pipe),m,metre,2707.72,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.27.5,Providing and laying S&S centrifugally cast (spun) iron pipes (250 mm dia pipe),m,metre,3532.39,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.27.6,Providing and laying S&S centrifugally cast (spun) iron pipes (300 mm dia pipe),m,metre,4768.79,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.27.7,Providing and laying S&S centrifugally cast (spun) iron pipes (350 mm dia pipe),m,metre,5710.93,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.27.8,Providing and laying S&S centrifugally cast (spun) iron pipes (400 mm dia pipe),m,metre,7535.86,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.27.9,Providing and laying S&S centrifugally cast (spun) iron pipes (450 mm dia pipe),m,metre,9125.87,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.28.1,Providing lead caulked joints to spun iron or C.I. pipes and specials (100 mm diameter pipe),item,each,679.58,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.28.10,Providing lead caulked joints to spun iron or C.I. pipes and specials (500 mm diameter pipe),item,each,679.58,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.28.11,Providing lead caulked joints to spun iron or C.I. pipes and specials (600 mm diameter pipe),item,each,679.58,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.28.2,Providing lead caulked joints to spun iron or C.I. pipes and specials (125 mm diameter pipe),item,each,679.58,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.28.3,Providing lead caulked joints to spun iron or C.I. pipes and specials (150 mm diameter pipe),item,each,679.58,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.28.4,Providing lead caulked joints to spun iron or C.I. pipes and specials (200 mm diameter pipe),item,each,679.58,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.28.5,Providing lead caulked joints to spun iron or C.I. pipes and specials (250 mm diameter pipe),item,each,679.58,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.28.6,Providing lead caulked joints to spun iron or C.I. pipes and specials (300 mm diameter pipe),item,each,679.58,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.28.7,Providing lead caulked joints to spun iron or C.I. pipes and specials (350 mm diameter pipe),item,each,679.58,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.28.8,Providing lead caulked joints to spun iron or C.I. pipes and specials (400 mm diameter pipe),item,each,679.58,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.28.9,Providing lead caulked joints to spun iron or C.I. pipes and specials (450 mm diameter pipe),item,each,679.58,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.3.1,"Providing and fixing PE-AL-PE Composite Pressure Pipes (1216 (16 mm OD) pipe, External Work)",m,metre,340.35,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.3.2,"Providing and fixing PE-AL-PE Composite Pressure Pipes (1620 (20 mm OD) pipe, External Work)",m,metre,361.87,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.3.3,"Providing and fixing PE-AL-PE Composite Pressure Pipes (2025 (25 mm OD) pipe, External Work)",m,metre,469.39,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.3.4,"Providing and fixing PE-AL-PE Composite Pressure Pipes (2532 (32 mm OD) pipe, External Work)",m,metre,555.42,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.3.5,"Providing and fixing PE-AL-PE Composite Pressure Pipes (3240 (40 mm OD) pipe, External Work)",m,metre,799.01,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.3.6,"Providing and fixing PE-AL-PE Composite Pressure Pipes (4050 (50 mm OD) pipe, External Work)",m,metre,971.07,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.30.1,Providing flanged joints to double flanged C.I./D.I. pipes and specials (80 mm diameter pipe),item,each,226.06,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.30.10,Providing flanged joints to double flanged C.I./D.I. pipes and specials (450 mm diameter pipe),item,each,1378.38,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.30.11,Providing flanged joints to double flanged C.I./D.I. pipes and specials (500 mm diameter pipe),item,each,1563.6,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.30.12,Providing flanged joints to double flanged C.I./D.I. pipes and specials (600 mm diameter pipe),item,each,1833.66,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.30.2,Providing flanged joints to double flanged C.I./D.I. pipes and specials (100 mm diameter pipe),item,each,352.06,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.30.3,Providing flanged joints to double flanged C.I./D.I. pipes and specials (125 mm diameter pipe),item,each,375.24,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.30.4,Providing flanged joints to double flanged C.I./D.I. pipes and specials (150 mm diameter pipe),item,each,424.76,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.30.5,Providing flanged joints to double flanged C.I./D.I. pipes and specials (200 mm diameter pipe),item,each,466.12,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.30.6,Providing flanged joints to double flanged C.I./D.I. pipes and specials (250 mm diameter pipe),item,each,643.31,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.30.7,Providing flanged joints to double flanged C.I./D.I. pipes and specials (300 mm diameter pipe),item,each,651.59,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.30.8,Providing flanged joints to double flanged C.I./D.I. pipes and specials (350 mm diameter pipe),item,each,818.51,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.30.9,Providing flanged joints to double flanged C.I./D.I. pipes and specials (400 mm diameter pipe),item,each,1122.18,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.31.1.1,"Providing and fixing C.I. sluice valves (100 mm diameter, Class I)",item,each,3029.18,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.31.1.2,"Providing and fixing C.I. sluice valves (100 mm diameter, Class II)",item,each,3338.28,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.31.2.1,"Providing and fixing C.I. sluice valves (125 mm diameter, Class I)",item,each,3227,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.31.2.2,"Providing and fixing C.I. sluice valves (125 mm diameter, Class II)",item,each,4080.12,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.31.3.1,"Providing and fixing C.I. sluice valves (150 mm diameter, Class I)",item,each,4512.86,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.31.3.2,"Providing and fixing C.I. sluice valves (150 mm diameter, Class II)",item,each,5069.24,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.31.4.1,"Providing and fixing C.I. sluice valves (200 mm diameter, Class I)",item,each,9396.64,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.31.4.2,"Providing and fixing C.I. sluice valves (200 mm diameter, Class II)",item,each,11003.96,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.31.5.1,"Providing and fixing C.I. sluice valves (250 mm diameter, Class I)",item,each,13575.67,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.31.5.2,"Providing and fixing C.I. sluice valves (250 mm diameter, Class II)",item,each,18546,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.31.6.1,"Providing and fixing C.I. sluice valves (300 mm diameter, Class I)",item,each,19164.2,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.31.6.2,"Providing and fixing C.I. sluice valves (300 mm diameter, Class II)",item,each,22873.4,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.38.1,Painting G.I. pipes and fittings with synthetic enamel white paint (15 mm diameter pipe),m,metre,20.28,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.38.2,Painting G.I. pipes and fittings with synthetic enamel white paint (20 mm diameter pipe),m,metre,24.29,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.38.3,Painting G.I. pipes and fittings with synthetic enamel white paint (25 mm diameter pipe),m,metre,31.65,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.38.4,Painting G.I. pipes and fittings with synthetic enamel white paint (32 mm diameter pipe),m,metre,37.96,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.38.5,Painting G.I. pipes and fittings with synthetic enamel white paint (40 mm diameter pipe),m,metre,44.57,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.38.6,Painting G.I. pipes and fittings with synthetic enamel white paint (50 mm diameter pipe),m,metre,53.23,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.39.1,Repainting G.I. pipes and fittings with synthetic enamel white paint (15 mm diameter pipe),m,metre,10.01,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.39.2,Repainting G.I. pipes and fittings with synthetic enamel white paint (20 mm diameter pipe),m,metre,11.87,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.39.3,Repainting G.I. pipes and fittings with synthetic enamel white paint (25 mm diameter pipe),m,metre,15.15,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.39.4,Repainting G.I. pipes and fittings with synthetic enamel white paint (32 mm diameter pipe),m,metre,18.11,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.39.5,Repainting G.I. pipes and fittings with synthetic enamel white paint (40 mm diameter pipe),m,metre,21.02,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.39.6,Repainting G.I. pipes and fittings with synthetic enamel white paint (50 mm diameter pipe),m,metre,25.04,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.4.1,"Providing and fixing PP-R Pipes (PN - 16 Pipe, 20mm OD (SDR-7.4), Internal Exposed on walls)",m,metre,315.22,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.4.2,"Providing and fixing PP-R Pipes (PN - 16 Pipe, 25mm OD (SDR-7.4), Internal Exposed on walls)",m,metre,390.85,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.4.3,"Providing and fixing PP-R Pipes (PN - 16 Pipe, 32mm OD (SDR-7.4), Internal Exposed on walls)",m,metre,443.77,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.4.4,"Providing and fixing PP-R Pipes (PN - 16 Pipe, 40mm OD (SDR-7.4), Internal Exposed on walls)",m,metre,647.48,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.4.5,"Providing and fixing PP-R Pipes (PN - 10 Pipe, 50mm OD (SDR-11), Internal Exposed on walls)",m,metre,824.28,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.40.1,Painting G.I. pipes and fittings with two coats of anti-corrosive bitumastic paint (15 mm diameter pipe),m,metre,12.43,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.40.2,Painting G.I. pipes and fittings with two coats of anti-corrosive bitumastic paint (20 mm diameter pipe),m,metre,14.84,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.40.3,Painting G.I. pipes and fittings with two coats of anti-corrosive bitumastic paint (25 mm diameter pipe),m,metre,18.86,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.40.4,Painting G.I. pipes and fittings with two coats of anti-corrosive bitumastic paint (32 mm diameter pipe),m,metre,22.75,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.40.5,Painting G.I. pipes and fittings with two coats of anti-corrosive bitumastic paint (40 mm diameter pipe),m,metre,25.9,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.40.6,Painting G.I. pipes and fittings with two coats of anti-corrosive bitumastic paint (50 mm diameter pipe),m,metre,31.22,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.40.7,Painting G.I. pipes and fittings with two coats of anti-corrosive bitumastic paint (65 mm diameter pipe),m,metre,38.7,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.40.8,Painting G.I. pipes and fittings with two coats of anti-corrosive bitumastic paint (80 mm diameter pipe),m,metre,45.01,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.41.1,"Providing and filling sand of grading zone V or coarser grade, allround the G.I. pipes in external work (15 mm diameter pipe)",m,metre,194.99,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.41.10,"Providing and filling sand of grading zone V or coarser grade, allround the G.I. pipes in external work (150 mm diameter pipe)",m,metre,561.26,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.41.2,"Providing and filling sand of grading zone V or coarser grade, allround the G.I. pipes in external work (20 mm diameter pipe)",m,metre,197.65,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.41.3,"Providing and filling sand of grading zone V or coarser grade, allround the G.I. pipes in external work (25 mm diameter pipe)",m,metre,202.9,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.41.4,"Providing and filling sand of grading zone V or coarser grade, allround the G.I. pipes in external work (32 mm diameter pipe)",m,metre,208.16,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.41.5,"Providing and filling sand of grading zone V or coarser grade, allround the G.I. pipes in external work (40 mm diameter pipe)",m,metre,210.81,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.41.6,"Providing and filling sand of grading zone V or coarser grade, allround the G.I. pipes in external work (50 mm diameter pipe)",m,metre,218.73,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.41.7,"Providing and filling sand of grading zone V or coarser grade, allround the G.I. pipes in external work (65 mm diameter pipe)",m,metre,345.21,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,18.41.8,"Providing and filling sand of grading zone V or coarser grade, allround the G.I. pipes in external work (80 mm diameter pipe)",m,metre,355.72,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
