country,material,month,unit,price,currency,frequency,source_url,is_placeholder,provenance_note,replace_with
IN,cement,2025-03,index (2022-23 = 100),96.0,INR,monthly,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100, series 'Ordinary Portland Cement (OPC)'. This is a MATERIAL COST INDEX, not a rupee price: the unit column says so explicitly.",
IN,cement,2025-04,index (2022-23 = 100),97.2,INR,monthly,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100, series 'Ordinary Portland Cement (OPC)'. This is a MATERIAL COST INDEX, not a rupee price: the unit column says so explicitly.",
IN,cement,2025-05,index (2022-23 = 100),98.3,INR,monthly,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100, series 'Ordinary Portland Cement (OPC)'. This is a MATERIAL COST INDEX, not a rupee price: the unit column says so explicitly.",
IN,cement,2025-06,index (2022-23 = 100),98.1,INR,monthly,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100, series 'Ordinary Portland Cement (OPC)'. This is a MATERIAL COST INDEX, not a rupee price: the unit column says so explicitly.",
IN,cement,2025-07,index (2022-23 = 100),97.4,INR,monthly,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100, series 'Ordinary Portland Cement (OPC)'. This is a MATERIAL COST INDEX, not a rupee price: the unit column says so explicitly.",
IN,cement,2025-08,index (2022-23 = 100),96.6,INR,monthly,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100, series 'Ordinary Portland Cement (OPC)'. This is a MATERIAL COST INDEX, not a rupee price: the unit column says so explicitly.",
IN,cement,2025-09,index (2022-23 = 100),95.8,INR,monthly,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100, series 'Ordinary Portland Cement (OPC)'. This is a MATERIAL COST INDEX, not a rupee price: the unit column says so explicitly.",
IN,cement,2025-10,index (2022-23 = 100),95.0,INR,monthly,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100, series 'Ordinary Portland Cement (OPC)'. This is a MATERIAL COST INDEX, not a rupee price: the unit column says so explicitly.",
IN,cement,2025-11,index (2022-23 = 100),95.2,INR,monthly,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100, series 'Ordinary Portland Cement (OPC)'. This is a MATERIAL COST INDEX, not a rupee price: the unit column says so explicitly.",
IN,cement,2025-12,index (2022-23 = 100),94.8,INR,monthly,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100, series 'Ordinary Portland Cement (OPC)'. This is a MATERIAL COST INDEX, not a rupee price: the unit column says so explicitly.",
IN,cement,2026-01,index (2022-23 = 100),94.8,INR,monthly,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100, series 'Ordinary Portland Cement (OPC)'. This is a MATERIAL COST INDEX, not a rupee price: the unit column says so explicitly.",
IN,cement,2026-02,index (2022-23 = 100),95.0,INR,monthly,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100, series 'Ordinary Portland Cement (OPC)'. This is a MATERIAL COST INDEX, not a rupee price: the unit column says so explicitly.",
IN,cement,2026-03,index (2022-23 = 100),95.8,INR,monthly,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100, series 'Ordinary Portland Cement (OPC)'. This is a MATERIAL COST INDEX, not a rupee price: the unit column says so explicitly.",
IN,cement,2026-04,index (2022-23 = 100),97.1,INR,monthly,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100, series 'Ordinary Portland Cement (OPC)'. This is a MATERIAL COST INDEX, not a rupee price: the unit column says so explicitly.",
IN,cement,2026-05,index (2022-23 = 100),96.9,INR,monthly,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100, series 'Ordinary Portland Cement (OPC)'. This is a MATERIAL COST INDEX, not a rupee price: the unit column says so explicitly.",
IN,cement,2026-06,index (2022-23 = 100),96.5,INR,monthly,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100, series 'Ordinary Portland Cement (OPC)'. This is a MATERIAL COST INDEX, not a rupee price: the unit column says so explicitly.",
IN,cement,2026-07,index (2022-23 = 100),96.1,INR,monthly,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100, series 'Ordinary Portland Cement (OPC)'. This is a MATERIAL COST INDEX, not a rupee price: the unit column says so explicitly.",
IN,steel_rebar,2023-04,index (2022-23 = 100),97.7,INR,monthly,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100, series 'Bars and Rods of Mild steel'. This is a MATERIAL COST INDEX, not a rupee price: the unit column says so explicitly.",
IN,steel_rebar,2023-05,index (2022-23 = 100),95.2,INR,monthly,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100, series 'Bars and Rods of Mild steel'. This is a MATERIAL COST INDEX, not a rupee price: the unit column says so explicitly.",
IN,steel_rebar,2023-06,index (2022-23 = 100),92.4,INR,monthly,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100, series 'Bars and Rods of Mild steel'. This is a MATERIAL COST INDEX, not a rupee price: the unit column says so explicitly.",
IN,steel_rebar,2023-07,index (2022-23 = 100),89.1,INR,monthly,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100, series 'Bars and Rods of Mild steel'. This is a MATERIAL COST INDEX, not a rupee price: the unit column says so explicitly.",
IN,steel_rebar,2023-08,index (2022-23 = 100),88.3,INR,monthly,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100, series 'Bars and Rods of Mild steel'. This is a MATERIAL COST INDEX, not a rupee price: the unit column says so explicitly.",
IN,steel_rebar,2023-09,index (2022-23 = 100),92.2,INR,monthly,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100, series 'Bars and Rods of Mild steel'. This is a MATERIAL COST INDEX, not a rupee price: the unit column says so explicitly.",
IN,steel_rebar,2023-10,index (2022-23 = 100),91.8,INR,monthly,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100, series 'Bars and Rods of Mild steel'. This is a MATERIAL COST INDEX, not a rupee price: the unit column says so explicitly.",
IN,steel_rebar,2023-11,index (2022-23 = 100),89.6,INR,monthly,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100, series 'Bars and Rods of Mild steel'. This is a MATERIAL COST INDEX, not a rupee price: the unit column says so explicitly.",
IN,steel_rebar,2023-12,index (2022-23 = 100),88.2,INR,monthly,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100, series 'Bars and Rods of Mild steel'. This is a MATERIAL COST INDEX, not a rupee price: the unit column says so explicitly.",
IN,steel_rebar,2024-01,index (2022-23 = 100),87.3,INR,monthly,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100, series 'Bars and Rods of Mild steel'. This is a MATERIAL COST INDEX, not a rupee price: the unit column says so explicitly.",
IN,steel_rebar,2024-02,index (2022-23 = 100),86.8,INR,monthly,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100, series 'Bars and Rods of Mild steel'. This is a MATERIAL COST INDEX, not a rupee price: the unit column says so explicitly.",
IN,steel_rebar,2024-03,index (2022-23 = 100),86.9,INR,monthly,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100, series 'Bars and Rods of Mild steel'. This is a MATERIAL COST INDEX, not a rupee price: the unit column says so explicitly.",
IN,steel_rebar,2024-04,index (2022-23 = 100),89.2,INR,monthly,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100, series 'Bars and Rods of Mild steel'. This is a MATERIAL COST INDEX, not a rupee price: the unit column says so explicitly.",
IN,steel_rebar,2024-05,index (2022-23 = 100),92.9,INR,monthly,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100, series 'Bars and Rods of Mild steel'. This is a MATERIAL COST INDEX, not a rupee price: the unit column says so explicitly.",
IN,steel_rebar,2024-06,index (2022-23 = 100),92.1,INR,monthly,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100, series 'Bars and Rods of Mild steel'. This is a MATERIAL COST INDEX, not a rupee price: the unit column says so explicitly.",
IN,steel_rebar,2024-07,index (2022-23 = 100),87.5,INR,monthly,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100, series 'Bars and Rods of Mild steel'. This is a MATERIAL COST INDEX, not a rupee price: the unit column says so explicitly.",
IN,steel_rebar,2024-08,index (2022-23 = 100),85.4,INR,monthly,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100, series 'Bars and Rods of Mild steel'. This is a MATERIAL COST INDEX, not a rupee price: the unit column says so explicitly.",
IN,steel_rebar,2024-09,index (2022-23 = 100),83.8,INR,monthly,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100, series 'Bars and Rods of Mild steel'. This is a MATERIAL COST INDEX, not a rupee price: the unit column says so explicitly.",
IN,steel_rebar,2024-10,index (2022-23 = 100),86.4,INR,monthly,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100, series 'Bars and Rods of Mild steel'. This is a MATERIAL COST INDEX, not a rupee price: the unit column says so explicitly.",
IN,steel_rebar,2024-11,index (2022-23 = 100),85.6,INR,monthly,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100, series 'Bars and Rods of Mild steel'. This is a MATERIAL COST INDEX, not a rupee price: the unit column says so explicitly.",
IN,steel_rebar,2024-12,index (2022-23 = 100),84.8,INR,monthly,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100, series 'Bars and Rods of Mild steel'. This is a MATERIAL COST INDEX, not a rupee price: the unit column says so explicitly.",
IN,steel_rebar,2025-01,index (2022-23 = 100),84.8,INR,monthly,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100, series 'Bars and Rods of Mild steel'. This is a MATERIAL COST INDEX, not a rupee price: the unit column says so explicitly.",
IN,steel_rebar,2025-02,index (2022-23 = 100),85.1,INR,monthly,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100, series 'Bars and Rods of Mild steel'. This is a MATERIAL COST INDEX, not a rupee price: the unit column says so explicitly.",
IN,steel_rebar,2025-03,index (2022-23 = 100),86.3,INR,monthly,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100, series 'Bars and Rods of Mild steel'. This is a MATERIAL COST INDEX, not a rupee price: the unit column says so explicitly.",
IN,steel_rebar,2025-04,index (2022-23 = 100),88.9,INR,monthly,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100, series 'Bars and Rods of Mild steel'. This is a MATERIAL COST INDEX, not a rupee price: the unit column says so explicitly.",
IN,steel_rebar,2025-05,index (2022-23 = 100),87.4,INR,monthly,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100, series 'Bars and Rods of Mild steel'. This is a MATERIAL COST INDEX, not a rupee price: the unit column says so explicitly.",
IN,steel_rebar,2025-06,index (2022-23 = 100),85.4,INR,monthly,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100, series 'Bars and Rods of Mild steel'. This is a MATERIAL COST INDEX, not a rupee price: the unit column says so explicitly.",
IN,steel_rebar,2025-07,index (2022-23 = 100),82.3,INR,monthly,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100, series 'Bars and Rods of Mild steel'. This is a MATERIAL COST INDEX, not a rupee price: the unit column says so explicitly.",
IN,steel_rebar,2025-08,index (2022-23 = 100),81.5,INR,monthly,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100, series 'Bars and Rods of Mild steel'. This is a MATERIAL COST INDEX, not a rupee price: the unit column says so explicitly.",
IN,steel_rebar,2025-09,index (2022-23 = 100),80.5,INR,monthly,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100, series 'Bars and Rods of Mild steel'. This is a MATERIAL COST INDEX, not a rupee price: the unit column says so explicitly.",
IN,steel_rebar,2025-10,index (2022-23 = 100),79.3,INR,monthly,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100, series 'Bars and Rods of Mild steel'. This is a MATERIAL COST INDEX, not a rupee price: the unit column says so explicitly.",
IN,steel_rebar,2025-11,index (2022-23 = 100),78.6,INR,monthly,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100, series 'Bars and Rods of Mild steel'. This is a MATERIAL COST INDEX, not a rupee price: the unit column says so explicitly.",
IN,steel_rebar,2025-12,index (2022-23 = 100),79.8,INR,monthly,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100, series 'Bars and Rods of Mild steel'. This is a MATERIAL COST INDEX, not a rupee price: the unit column says so explicitly.",
IN,steel_rebar,2026-01,index (2022-23 = 100),84.4,INR,monthly,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100, series 'Bars and Rods of Mild steel'. This is a MATERIAL COST INDEX, not a rupee price: the unit column says so explicitly.",
IN,steel_rebar,2026-02,index (2022-23 = 100),86.9,INR,monthly,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100, series 'Bars and Rods of Mild steel'. This is a MATERIAL COST INDEX, not a rupee price: the unit column says so explicitly.",
IN,steel_rebar,2026-03,index (2022-23 = 100),88.7,INR,monthly,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100, series 'Bars and Rods of Mild steel'. This is a MATERIAL COST INDEX, not a rupee price: the unit column says so explicitly.",
IN,steel_rebar,2026-04,index (2022-23 = 100),90.2,INR,monthly,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100, series 'Bars and Rods of Mild steel'. This is a MATERIAL COST INDEX, not a rupee price: the unit column says so explicitly.",
IN,steel_rebar,2026-05,index (2022-23 = 100),89.7,INR,monthly,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100, series 'Bars and Rods of Mild steel'. This is a MATERIAL COST INDEX, not a rupee price: the unit column says so explicitly.",
IN,steel_rebar,2026-06,index (2022-23 = 100),88.3,INR,monthly,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100, series 'Bars and Rods of Mild steel'. This is a MATERIAL COST INDEX, not a rupee price: the unit column says so explicitly.",
IN,steel_rebar,2026-07,index (2022-23 = 100),86.3,INR,monthly,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100, series 'Bars and Rods of Mild steel'. This is a MATERIAL COST INDEX, not a rupee price: the unit column says so explicitly.",
IN,ready_mix_concrete,2023-04,index (2022-23 = 100),102.1,INR,monthly,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100, series 'Pre-fabricated Concrete blocks (incl. RMC)'. This is a MATERIAL COST INDEX, not a rupee price: the unit column says so explicitly.",
IN,ready_mix_concrete,2023-05,index (2022-23 = 100),103.2,INR,monthly,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100, series 'Pre-fabricated Concrete blocks (incl. RMC)'. This is a MATERIAL COST INDEX, not a rupee price: the unit column says so explicitly.",
IN,ready_mix_concrete,2023-06,index (2022-23 = 100),103.6,INR,monthly,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100, series 'Pre-fabricated Concrete blocks (incl. RMC)'. This is a MATERIAL COST INDEX, not a rupee price: the unit column says so explicitly.",
IN,ready_mix_concrete,2023-07,index (2022-23 = 100),103.1,INR,monthly,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100, series 'Pre-fabricated Concrete blocks (incl. RMC)'. This is a MATERIAL COST INDEX, not a rupee price: the unit column says so explicitly.",
IN,ready_mix_concrete,2023-08,index (2022-23 = 100),101.6,INR,monthly,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100, series 'Pre-fabricated Concrete blocks (incl. RMC)'. This is a MATERIAL COST INDEX, not a rupee price: the unit column says so explicitly.",
IN,ready_mix_concrete,2023-09,index (2022-23 = 100),102.7,INR,monthly,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100, series 'Pre-fabricated Concrete blocks (incl. RMC)'. This is a MATERIAL COST INDEX, not a rupee price: the unit column says so explicitly.",
IN,ready_mix_concrete,2023-10,index (2022-23 = 100),102.3,INR,monthly,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100, series 'Pre-fabricated Concrete blocks (incl. RMC)'. This is a MATERIAL COST INDEX, not a rupee price: the unit column says so explicitly.",
IN,ready_mix_concrete,2023-11,index (2022-23 = 100),103.7,INR,monthly,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100, series 'Pre-fabricated Concrete blocks (incl. RMC)'. This is a MATERIAL COST INDEX, not a rupee price: the unit column says so explicitly.",
IN,ready_mix_concrete,2023-12,index (2022-23 = 100),103.6,INR,monthly,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100, series 'Pre-fabricated Concrete blocks (incl. RMC)'. This is a MATERIAL COST INDEX, not a rupee price: the unit column says so explicitly.",
IN,ready_mix_concrete,2024-01,index (2022-23 = 100),105.0,INR,monthly,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100, series 'Pre-fabricated Concrete blocks (incl. RMC)'. This is a MATERIAL COST INDEX, not a rupee price: the unit column says so explicitly.",
IN,ready_mix_concrete,2024-02,index (2022-23 = 100),105.0,INR,monthly,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100, series 'Pre-fabricated Concrete blocks (incl. RMC)'. This is a MATERIAL COST INDEX, not a rupee price: the unit column says so explicitly.",
IN,ready_mix_concrete,2024-03,index (2022-23 = 100),104.3,INR,monthly,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100, series 'Pre-fabricated Concrete blocks (incl. RMC)'. This is a MATERIAL COST INDEX, not a rupee price: the unit column says so explicitly.",
IN,ready_mix_concrete,2024-04,index (2022-23 = 100),103.0,INR,monthly,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100, series 'Pre-fabricated Concrete blocks (incl. RMC)'. This is a MATERIAL COST INDEX, not a rupee price: the unit column says so explicitly.",
IN,ready_mix_concrete,2024-05,index (2022-23 = 100),102.3,INR,monthly,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100, series 'Pre-fabricated Concrete blocks (incl. RMC)'. This is a MATERIAL COST INDEX, not a rupee price: the unit column says so explicitly.",
IN,ready_mix_concrete,2024-06,index (2022-23 = 100),101.7,INR,monthly,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100, series 'Pre-fabricated Concrete blocks (incl. RMC)'. This is a MATERIAL COST INDEX, not a rupee price: the unit column says so explicitly.",
IN,ready_mix_concrete,2024-07,index (2022-23 = 100),102.3,INR,monthly,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100, series 'Pre-fabricated Concrete blocks (incl. RMC)'. This is a MATERIAL COST INDEX, not a rupee price: the unit column says so explicitly.",
IN,ready_mix_concrete,2024-08,index (2022-23 = 100),103.2,INR,monthly,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100, series 'Pre-fabricated Concrete blocks (incl. RMC)'. This is a MATERIAL COST INDEX, not a rupee price: the unit column says so explicitly.",
IN,ready_mix_concrete,2024-09,index (2022-23 = 100),103.6,INR,monthly,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100, series 'Pre-fabricated Concrete blocks (incl. RMC)'. This is a MATERIAL COST INDEX, not a rupee price: the unit column says so explicitly.",
IN,ready_mix_concrete,2024-10,index (2022-23 = 100),103.1,INR,monthly,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100, series 'Pre-fabricated Concrete blocks (incl. RMC)'. This is a MATERIAL COST INDEX, not a rupee price: the unit column says so explicitly.",
IN,ready_mix_concrete,2024-11,index (2022-23 = 100),101.7,INR,monthly,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100, series 'Pre-fabricated Concrete blocks (incl. RMC)'. This is a MATERIAL COST INDEX, not a rupee price: the unit column says so explicitly.",
